Restaurant Name,,City,Address,Locality,,,,Cuisines,,,Has Table booking,Has Online delivery,,,,Aggregate rating,,Rating text
Bebbe Da Degh,,Noida,"Shop 2, Sharma Market, Near Indian Overseas Bank, Sector 52, Noida",Sector 52,,,,North Indian,,,No,No,,,,3.2,,Average
Chauhan Hotel,,Noida,"Main Road, Opposite Sector 51, Sector 52, Noida",Sector 52,,,,North Indian,,,No,No,,,,2.9,,Average
52 Food Express,,Noida,"B Block Market, Sector 52, Noida",Sector 52,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Delicious Treasure,,Noida,"E-143 E Block Sector 52, Noida",Sector 52,,,,North Indian,,,No,No,,,,0,,Not rated
Shiv Murti Hotel,,Noida,"Mukhiya Market, Main Road, Opposite Sector 51, Sector 52, Noida",Sector 52,,,,North Indian,,,No,No,,,,0,,Not rated
Kaka Ji Restaurant,,Noida,"Sector 53, Noida,",Sector 53,,,,"North Indian, Mughlai",,,No,Yes,,,,2.9,,Average
Lazzez's,,Noida,"K-1-4, Kanchanjunga Market, Sector 53, Noida",Sector 53,,,,"North Indian, Mughlai, Chinese, Raw Meats",,,No,No,,,,2.9,,Average
Mithaas Sweets,,Noida,"Ground Floor, Ashirwad Complex, Sector 53, Noida",Sector 53,,,,"North Indian, Chinese, South Indian, Mithai",,,No,Yes,,,,3.1,,Average
Mithaas,,Noida,"G-20, Ground Floor, Ashirwad Complex, Sector 53, Noida",Sector 53,,,,"North Indian, Chinese, South Indian, Mithai",,,No,Yes,,,,3.2,,Average
Tandoori Corner,,Noida,"Main Road, Gijhor, Near CNG Pump, Sector 53, Noida",Sector 53,,,,"North Indian, Mughlai, Chinese",,,No,Yes,,,,2.6,,Average
Culinate,,Noida,"Shop 6-A, B Block Market, Sector 53, Noida",Sector 53,,,,"Continental, Fast Food, Asian, Italian",,,No,Yes,,,,3.8,,Good
Haaochi,,Noida,"Gurukripa Bhawan, Sector 53, Noida",Sector 53,,,,Chinese,,,No,Yes,,,,3.5,,Good
Bake Walkers,,Noida,"Mamura, Sector 53, Noida",Sector 53,,,,"Bakery, Desserts",,,No,No,,,,0,,Not rated
Chacha Food Street,,Noida,"Shop 32, Kanchanjunga Market, Sector 53, Noida",Sector 53,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
DudeFood,,Noida,"Village Gijhor, Near Mithas, Sharma Complex, Sector 53, Noida",Sector 53,,,,North Indian,,,No,No,,,,0,,Not rated
Indian Special Hot Momos,,Noida,"Ashirwad Complex, Sector 53, Noida",Sector 53,,,,Chinese,,,No,No,,,,0,,Not rated
Kesarwa Bakez,,Noida,"B 3, Kanchanjunga Market, Sector 53, Noida, Delhi NCR",Sector 53,,,,Bakery,,,No,Yes,,,,0,,Not rated
Om Bikaner Sweets,,Noida,"Ashirwad Complex, Sector 53, Noida",Sector 53,,,,Mithai,,,No,No,,,,0,,Not rated
Sadda Adda 2 Cafe & Lounge,,Noida,"Ashirwad Complex, Sector 53, Noida",Sector 53,,,,Cafe,,,No,No,,,,0,,Not rated
The Backyard Chef,,Noida,"Shop 1, Sector 53, Noida",Sector 53,,,,North Indian,,,No,No,,,,0,,Not rated
Veer Jee,,Noida,"Shop 31, Kunchanjunga Market, Sector 53, Noida",Sector 53,,,,North Indian,,,No,No,,,,0,,Not rated
VP ki Kitchen,,Noida,"MS Complex, Shop 1, Chauhan Market, Gijhor, Sector 53, Noida",Sector 53,,,,"North Indian, Mughlai, Chinese",,,No,No,,,,0,,Not rated
Flying Cakes,,Noida,"Shop 37, Kanchanjunga Market, Near Shoprix Mall, Sector 53, Noida",Sector 53,,,,Bakery,,,No,Yes,,,,2.1,,Poor
Taste In Box,,Noida,"Shop 28, Kanchanjunga Market, Sector 53, Noida",Sector 53,,,,"North Indian, Chinese",,,No,Yes,,,,2.3,,Poor
Snacks Point,,Noida,"17, A Block Market, Sector 55, Noida",Sector 55,,,,Chinese,,,No,No,,,,2.9,,Average
Sector 55 China Town,,Noida,"A Block Market, Sector 55, Noida",Sector 55,,,,Chinese,,,No,No,,,,0,,Not rated
B Tamang Chineese,,Noida,"Shop 4/7, E Block Market, Sector 56, Noida",Sector 56,,,,Chinese,,,No,No,,,,2.9,,Average
Foodelicious,,Noida,"E-4/20, Om Sai Market, Sector 56, Noida",Sector 56,,,,"North Indian, Chinese, Mughlai",,,No,Yes,,,,3.1,,Average
The Cake Masters,,Noida,"B-103, Near B Block Park, Sector 56, Noida",Sector 56,,,,"Bakery, Desserts",,,No,Yes,,,,2.5,,Average
Food Hut,,Noida,"E 4/13, Sector 56, Noida",Sector 56,,,,North Indian,,,No,No,,,,0,,Not rated
South Indian Snacks Stall,,Noida,"E-4/7, Sector 56, Noida",Sector 56,,,,South Indian,,,No,No,,,,0,,Not rated
Twenty Four Seven,,Noida,"M/S Jain Service Station, Indian Oil Petrol Pump, Sector 54, Near Sector 57, Noida",Sector 57,,,,"Fast Food, North Indian",,,No,No,,,,0,,Not rated
Barista,,Noida,"EXL Tower, 5, A-94/4, 5, Sector 58, Noida",Sector 58,,,,Cafe,,,No,No,,,,3,,Average
Barista,,Noida,"A 48, EXL Tower 3, Sector 58, Noida",Sector 58,,,,Cafe,,,No,No,,,,2.9,,Average
The Gourmet Shack,,Noida,"L-1, Bishenpura, Sector 58, Noida",Sector 58,,,,"Continental, American",,,No,Yes,,,,3.3,,Average
"Vanshika Indian, Chinese, & Parantha Corner",,Noida,"D-15, Bhai Ji Market, Near Bishanpura Village, Sector 58, Noida",Sector 58,,,,"Chinese, North Indian",,,No,No,,,,3.1,,Average
Yes Bosz Food Plaza,,Noida,"C-3, 2nd Floor, Sector 58, Noida",Sector 58,,,,"North Indian, Chinese",,,No,Yes,,,,2.7,,Average
A1 Restaurant,,Noida,"Khoda Colony, Deepak Vihar, Sector 58, Noida",Sector 58,,,,North Indian,,,No,No,,,,0,,Not rated
Aggarwal Sweets India,,Noida,"Upper Ground 17, Singhal Tower, Near, Sector 58, Noida",Sector 58,,,,"Mithai, Street Food",,,No,No,,,,0,,Not rated
Chaska Food Hut,,Noida,"D-17, Near Bishanpura Village, Sector 58, Noida",Sector 58,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Hasty Tasty Fast Food,,Noida,"Opposite HCL, N 1, Sector 58, Noida",Sector 58,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Pihu's Cafe,,Noida,"A 108, B Block, Sector 58, Noida",Sector 58,,,,Fast Food,,,No,No,,,,0,,Not rated
Sanjay Pandit Bhojnalaya,,Noida,"Khoda Colony, Deepak Vihar, Sector 58, Noida",Sector 58,,,,North Indian,,,No,No,,,,0,,Not rated
Sharma Hotel,,Noida,"Labour Chowk, Sector 58, Noida",Sector 58,,,,North Indian,,,No,No,,,,0,,Not rated
Shri G,,Noida,"Khoda Colony, Deepak Vihar, Labour Chowk, Sector 58, Noida",Sector 58,,,,North Indian,,,No,No,,,,0,,Not rated
Nite Bites,,Noida,"D 5, Logic Infotech Park, Sector 59, Noida",Sector 59,,,,"North Indian, Chinese, Fast Food",,,No,Yes,,,,2.7,,Average
Shankar Fast Food,,Noida,"D-16, B Block, Near HCL Call Center, Sector 59, Noida",Sector 59,,,,"North Indian, Chinese",,,No,No,,,,2.7,,Average
Shivam Fast Food,,Noida,"Shop 1, C Block, Near HCL Call Center, Sector 59, Noida",Sector 59,,,,"North Indian, South Indian, Chinese",,,No,No,,,,2.9,,Average
Yumbo Bites,,Noida,"D-5, Logix Infotech, Sector 59, Noida",Sector 59,,,,Fast Food,,,No,No,,,,3.1,,Average
Essen Foods,,Noida,"Shop 2, Vill Mamura, Sector 66, Near Sector 59, Noida",Sector 59,,,,"North Indian, Mughlai, Chinese",,,No,No,,,,0,,Not rated
L'amore,,Noida,"Ground Floor, D-5, Logix Infotech Park, Sector 59, Noida",Sector 59,,,,"Bakery, Desserts, Fast Food",,,No,No,,,,0,,Not rated
SPL Food Corner,,Noida,"Shop 3, C Block, Near HCL Call Center, Sector 59, Noida",Sector 59,,,,"Chinese, North Indian",,,No,No,,,,0,,Not rated
Shree Ganesh M Cafe,,Noida,"Noida Authority, Opposite Vijaya Bank, Sector 6, Noida",Sector 6,,,,South Indian,,,No,No,,,,3.1,,Average
Chauhan Fast Food,,Noida,"Near A-37, Opposite Star News Building, Sector 60, Noida",Sector 60,,,,"Chinese, North Indian, Fast Food",,,No,No,,,,0,,Not rated
Right for Night,,Noida,"Sector 60, Noida",Sector 60,,,,North Indian,,,No,No,,,,0,,Not rated
Whatslife.in,,Noida,"M49, Sector 66, Near Sector 60, Noida",Sector 60,,,,"North Indian, Chinese",,,No,Yes,,,,0,,Not rated
BakeAffair,,Noida,"A-60, Sector 61, Noida",Sector 61,,,,"Bakery, Desserts",,,No,No,,,,3.4,,Average
Mirchievous,,Noida,"Sector 61, Noida",Sector 61,,,,North Indian,,,No,Yes,,,,3.1,,Average
Cafe Coffee Day,,Noida,"Brookfield Infosapce, Sector 61, Noida",Sector 61,,,,Cafe,,,No,No,,,,0,,Not rated
Dev Food,,Noida,"House 34 C, Shatabdi Vihar, Sector 61, Noida",Sector 61,,,,"North Indian, South Indian, Chinese",,,No,No,,,,0,,Not rated
Green Vally Chiiness Food,,Noida,"Near Kanchenjunga Market, Sector 61, Noida",Sector 61,,,,Chinese,,,No,No,,,,0,,Not rated
221 B Baker Street,,Noida,"PG 30, TOT Mall, Sector 62, Noida",Sector 62,,,,Bakery,,,No,Yes,,,,3.2,,Average
Binge Restaurant,,Noida,"C-25, Ground Floor, Stellar IT Park, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, Continental",,,Yes,No,,,,3.2,,Average
Boxmeal,,Noida,"RN 10, Rasoolpur Navada, Next to Bank of Maharashtra, B Block Market, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese",,,No,No,,,,3,,Average
Brown Town,,Noida,"RN 33, Near Fortis Hospital, Sector 62, Noida",Sector 62,,,,Bakery,,,No,No,,,,2.7,,Average
Cafe Coffee Day,,Noida,"SG-14-15, C-25, Stellar IT Park, Sector 62, Noida",Sector 62,,,,Cafe,,,No,No,,,,3,,Average
Cafe Coffee Day,,Noida,"Ground Floor, Logix Cyber Park, Tower B, Sector 62, Noida",Sector 62,,,,Cafe,,,No,No,,,,3,,Average
Cafe Green Apple,,Noida,"A-41, The Corenthum Tower, Sector 62, Noida",Sector 62,,,,"North Indian, South Indian, Fast Food",,,No,No,,,,3.2,,Average
Cake Mandi,,Noida,"A-117, Deepak Vihar, Near Labour Chowk, Sector 62, Noida",Sector 62,,,,"Bakery, Desserts",,,No,No,,,,3.2,,Average
Chai Thela,,Noida,"Tower A, Logix Cyber Park, Sector 62, Noida",Sector 62,,,,Cafe,,,No,No,,,,3.1,,Average
Chinese Chilli Sizzler,,Noida,"Block C, Tout Mall Market, Near Mother Dairy, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,2.9,,Average
Delhi Biryani Hut,,Noida,"RN-3-B, Opposite Corporation Bank, Near Fortis Hospital, Sector 62, Noida",Sector 62,,,,"Biryani, Mughlai",,,No,No,,,,2.7,,Average
Dev's Restaurant & Bar,,Noida,"Plot 16, Block C-58/15A, Sector 62, Noida",Sector 62,,,,"North Indian, Mughlai, Chinese",,,No,Yes,,,,3.1,,Average
Doggy Style,,Noida,"Location Varies, Sector 62, Noida",Sector 62,,,,"Continental, Italian",,,No,Yes,,,,3.2,,Average
Domino's Pizza,,Noida,"A-44/45, DLF 3C Galaxy, Sector 62, Noida",Sector 62,,,,"Pizza, Fast Food",,,No,No,,,,2.6,,Average
Floating Cakes,,Noida,"Shop 2, Main Market, Deepak Vihar, Sector 62A, Sector 62, Noida",Sector 62,,,,Bakery,,,No,No,,,,2.8,,Average
Food Brigade,,Noida,"1, Ground Floor, Unit A-13/2,3,4  Highway Tower 1, Near Jaypee College, Sector 62, Noida",Sector 62,,,,"North Indian, South Indian, Chinese, Fast Food",,,No,No,,,,3.2,,Average
Frequent Bakes,,Noida,"RN 10, Rasulpur Nawada, Near SRS Value Bazaar, Sector 62, Noida",Sector 62,,,,"Bakery, Desserts, Fast Food",,,No,Yes,,,,2.5,,Average
GreeNox,,Noida,"A Block, The Corenthum Office Complex, Sector 62, Noida",Sector 62,,,,"Fast Food, Beverages",,,No,Yes,,,,3.4,,Average
GVP Creations,,Noida,"Sector 62, Noida",Sector 62,,,,Bakery,,,No,No,,,,3.1,,Average
Health Buzzz,,Noida,"22 GF, B Block Market, Sector 62, Noida",Sector 62,,,,Healthy Food,,,No,Yes,,,,3.2,,Average
Hot & Spicy,,Noida,"C Block, Lozix Park, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,2.9,,Average
Malabar Junction,,Noida,"Near Fortis Hospital, Sector 62, Noida",Sector 62,,,,"South Indian, North Indian, Chinese",,,No,No,,,,3.3,,Average
Masters Caterer,,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese",,,No,No,,,,2.9,,Average
Meeting Point Corner,,Noida,"Near Corenthum Building, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,2.8,,Average
Mithaas Sweets,,Noida,"RN-1, B Block, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, South Indian, Mithai",,,No,Yes,,,,2.7,,Average
Mom's Canteen,,Noida,"Sector 62, Noida",Sector 62,,,,North Indian,,,No,No,,,,3,,Average
MS Foods,,Noida,"E-78, Deepak Vihar, Sector 62, Noida",Sector 62,,,,North Indian,,,No,No,,,,3.1,,Average
Oh Buoy,,Noida,"Near DLF Building, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,3.3,,Average
Old Tehrii Cafe & Lounge,,Noida,"C-20, Ground Floor, Assotech 1, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, Cafe",,,Yes,No,,,,3.1,,Average
Pichli Gali,,Noida,"Shop 3, RN 37, B Block Market, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, Fast Food",,,No,No,,,,3,,Average
Pizza Hut,,Noida,"C-25, Stellar IT Park, Sector 62, Noida",Sector 62,,,,"Italian, Pizza",,,No,Yes,,,,3.1,,Average
Rasoi99,,Noida,"Gautam Buddh Nagar, Block C, Behind Fortis Hospital, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese",,,No,Yes,,,,3.2,,Average
Republic of Chicken,,Noida,"15, B Block 9/2, Sector 62, Noida",Sector 62,,,,"Raw Meats, Fast Food",,,No,No,,,,3.1,,Average
Republic's @ Dhaba,,Noida,"KT-08, Food Court, Steller IT Park, Sector 62, Noida",Sector 62,,,,"North Indian, Street Food",,,No,No,,,,2.9,,Average
Rolling Beans,,Noida,"Opposite Galaxy Bussines Park, Sector 62, Noida",Sector 62,,,,South Indian,,,No,Yes,,,,2.8,,Average
Rollmaal,,Noida,"C-56/9, Stellar IT Park, Sector 62, Noida",Sector 62,,,,"Fast Food, North Indian, Chinese",,,No,Yes,,,,3.4,,Average
Subway,,Noida,"A-44-45, Galaxy IT Park, Sector 62, Noida",Sector 62,,,,"American, Fast Food, Salad, Healthy Food",,,No,Yes,,,,2.5,,Average
Swad,,Noida,"Corporate Suites, C 30/4, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, Continental",,,Yes,No,,,,2.8,,Average
The Chaiwalas,,Noida,"Shop 1, Ground Floor, Tower B, Okaya Business Centre, Sector 62, Noida",Sector 62,,,,Cafe,,,No,No,,,,2.9,,Average
The Hunger Cure,,Noida,"RN-23, B Block Market, Sector 62, Noida",Sector 62,,,,"Fast Food, North Indian",,,No,No,,,,3,,Average
World Bites,,Noida,"RN-15, B Block, Behind Bank of Maharashtra, Sector 62, Noida",Sector 62,,,,"Chinese, North Indian",,,No,Yes,,,,3.4,,Average
BunkYard Cafe,,Noida,"C-56/12, Near Stellar IT Park, Sector 62, Noida",Sector 62,,,,"Fast Food, Beverages",,,No,No,,,,3.5,,Good
Chaayos,,Noida,"DLF Galaxy IT Park, Sector 62, Noida",Sector 62,,,,"Cafe, Tea",,,No,Yes,,,,3.5,,Good
RollsKing,,Noida,"Plot 11, Near SRS Value Bazar, Sector 62, Noida",Sector 62,,,,Fast Food,,,No,No,,,,3.8,,Good
Sandwich King,,Noida,"C-20/6B, Near Stellar IT park, Sector 62, Noida",Sector 62,,,,Fast Food,,,No,Yes,,,,3.5,,Good
Speedy Chow,,Noida,"C-25/9, Stellar IT Park, Sector 62, Noida",Sector 62,,,,"Chinese, Thai",,,No,Yes,,,,3.6,,Good
Aggarwal Bikaneri Sweets & Restaurant,,Noida,"Rajiv Vihar, Khora Village, Sector 62, Noida",Sector 62,,,,"Street Food, Mithai",,,No,No,,,,0,,Not rated
Al-Aayat Mughlai Biryani,,Noida,"NH-24, Lok Priya Vihar, Khoda Colony, Sector 62-A, Near, Sector 62, Noida",Sector 62,,,,Biryani,,,No,No,,,,0,,Not rated
Baba Chinese Fast Food,,Noida,"B-Block, Opposite Fatherangle School, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
Cafe Coffee Day,,Noida,"Ground Floor, OPD Block, Fortis Hospital, B-22, Sector 62, Noida",Sector 62,,,,Cafe,,,No,No,,,,0,,Not rated
Cafe Rap,,Noida,"Galaxy Business Park, Sector 62, Noida",Sector 62,,,,Fast Food,,,No,No,,,,0,,Not rated
Chinese Fast Food Corner,,Noida,"Near Green Boulvard Building, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
Chinese Food Corner,,Noida,"Near DLF IT Park, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
Chinese Hot,,Noida,"Opposite Amprapali Corporate Tower 2, C Block, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
Dial a Cake,,Noida,"Sector 62, Noida",Sector 62,,,,"Bakery, Fast Food",,,No,No,,,,0,,Not rated
Doon Dhaba,,Noida,"B Block Market, Near Fortis Hospital, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Food Weavers,,Noida,"Opposite Samsung Tower Building, Near Stellar IT Park, Sector 62, Noida",Sector 62,,,,"Chinese, North Indian",,,No,No,,,,0,,Not rated
Green Chick Chop,,Noida,"Ground Floor, TOT Mall, Sector 62, Noida",Sector 62,,,,"Raw Meats, North Indian, Fast Food",,,No,No,,,,0,,Not rated
Hookie Dookie,,Noida,"RN 39, Basement, B Block Market, Sector 62, Noida",Sector 62,,,,Cafe,,,No,No,,,,0,,Not rated
Hotel Green View Palace,,Noida,"Plot 16-A, Hotel Green View Palace, Near Indus Valley School, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, South Indian",,,No,No,,,,0,,Not rated
Hurry Curry Express,,Noida,"B-71, Sector 67, Near, Sector 62, Noida",Sector 62,,,,"North Indian, Mughlai, Chinese",,,No,No,,,,0,,Not rated
Kesarwa Bakez,,Noida,"RN 1, B Block Market, Sector 62, Noida",Sector 62,,,,Bakery,,,No,Yes,,,,0,,Not rated
Let's Noodle,,Noida,"Near B-19, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
New Dragon Chinese Fast Food  & Paranthey Wala,,Noida,"C 28-29, Logic Cyber Park, Opposite Samsung Tower, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
New Shahi Chinese Fast Food,,Noida,"C-25, Opposite Stellar IT Park, Sector 62, Noida",Sector 62,,,,Chinese,,,No,No,,,,0,,Not rated
Night Food Delivery,,Noida,"Behind Fortis Hospital, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese",,,No,Yes,,,,0,,Not rated
Rajwana Foods,,Noida,"Opposite Samsung Building, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Shama Chicken Corner,,Noida,"RN 1, B Block Market, Sector 62, Noida",Sector 62,,,,Mughlai,,,No,No,,,,0,,Not rated
Shiva Shudh Shakahari Bhojnalaya,,Noida,"Near Hero Show Room, Main Road, Sector 62, Noida",Sector 62,,,,North Indian,,,No,No,,,,0,,Not rated
Shri Balaji Shudh Vaishno Dhaba,,Noida,"Near Hotel Ascent, Main Road, Sector 62, Noida",Sector 62,,,,North Indian,,,No,No,,,,0,,Not rated
Southern Santushti Cafe,,Noida,"Ground Floor, A-44/45, M Block, Galaxy IT Park, Sector 62, Noida",Sector 62,,,,South Indian,,,No,No,,,,0,,Not rated
Tiffin Man House,,Noida,"N 97, Behind Fortis Hospital, Sector 62, Noida",Sector 62,,,,North Indian,,,No,No,,,,0,,Not rated
WOW Zaika,,Noida,"Rajat Vihar, Sector 62, Noida",Sector 62,,,,North Indian,,,No,No,,,,0,,Not rated
Grand Eatery,,Noida,"B Block Market, Sector 62, Noida",Sector 62,,,,"North Indian, Chinese, Mughlai, Fast Food",,,No,Yes,,,,2.4,,Poor
Nathu's Sweets,,Noida,"C-25, Near IT Park, Sector 62, Noida",Sector 62,,,,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",,,No,No,,,,2.4,,Poor
Subway,,Noida,"C Block, Logic Cyber Park, Sector 62, Noida",Sector 62,,,,"American, Fast Food, Salad, Healthy Food",,,No,Yes,,,,2.4,,Poor
Chick Chicken Barbeque,,Noida,"Shop 1, Block D, Near Anjana, Sector 63, Noida",Sector 63,,,,"North Indian, Mughlai, Chinese",,,No,Yes,,,,2.6,,Average
Tiwari Hot Pot,,Noida,"B-50, Sector 63, Noida",Sector 63,,,,"North Indian, Chinese, South Indian",,,No,Yes,,,,2.6,,Average
Chaiwaalas,,Noida,"D Block, Sector 63, Noida",Sector 63,,,,"Fast Food, Beverages",,,No,No,,,,0,,Not rated
Delhi Mughlai Biryani,,Noida,"B-35, Sector 63, Noida",Sector 63,,,,Biryani,,,No,No,,,,0,,Not rated
Dumpty's,,Noida,"Shop 42, Tejpal Singh Market, Opposite H Block, Sector 63, Noida",Sector 63,,,,Fast Food,,,No,No,,,,0,,Not rated
Food Passengers,,Noida,"E-214, First Floor, Sector 63, Noida",Sector 63,,,,North Indian,,,No,No,,,,0,,Not rated
Hungry Buddies,,Noida,"A-21, Sector 65, Noida",Sector 63,,,,North Indian,,,No,No,,,,0,,Not rated
Maa Durga Food Corner,,Noida,"H Block, Near OBC Bank, Sector 63, Noida",Sector 63,,,,North Indian,,,No,No,,,,0,,Not rated
Subhoj,,Noida,"E-198, Ground Floor, Sector 63, Noida",Sector 63,,,,"North Indian, Biryani",,,No,No,,,,0,,Not rated
The Square Meal,,Noida,"Ginger Hotel, 46/1-A, Block H, Sector 63, Noida",Sector 63,,,,"North Indian, South Indian, Chinese",,,Yes,No,,,,0,,Not rated
Twenty Four Seven,,Noida,"M/S Padam Petrolium, Indian Oil Petrol Pump, Plot PP1, Sector 63, Noida",Sector 63,,,,"Fast Food, North Indian",,,No,No,,,,0,,Not rated
Yeoh,,Noida,"Sector 63, Noida",Sector 63,,,,"North Indian, Chinese, Italian, Thai",,,No,No,,,,0,,Not rated
South King Restaurant,,Noida,"Sector 66, Near Sector 65, Noida",Sector 65,,,,"South Indian, Chinese",,,No,No,,,,2.8,,Average
Twomato Foods,,Noida,"B-65, 1st Floor, Sector 67, Near Sector 65, Noida",Sector 65,,,,North Indian,,,No,Yes,,,,3.2,,Average
Lazeez Foods,,Noida,"Plot 557, Sector 66, Near Sector 65, Noida",Sector 65,,,,"North Indian, Mughlai, Chinese",,,No,No,,,,0,,Not rated
Spicy Punjabi Tadka,,Noida,"A-3, Sector 66, Near Sector 65, Noida",Sector 65,,,,North Indian,,,No,No,,,,0,,Not rated
SPL Foods Plaza,,Noida,"Shop 2, Chauhan Market, Sector 66, Near Sector 65, Noida",Sector 65,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Super Cake Shop,,Noida,"Near Shani Mandir, Sector 66, Near Sector 65, Noida",Sector 65,,,,Bakery,,,No,Yes,,,,0,,Not rated
Bats On Delivery,,Noida,"Sector 7, Noida",Sector 7,,,,"North Indian, Fast Food",,,No,Yes,,,,2.7,,Average
Legacy of Awadh,,Noida,"D-158, Sector 7, Noida",Sector 7,,,,"North Indian, Mughlai",,,No,Yes,,,,3.3,,Average
Sweetcake.in,,Noida,"D-44, Sector 7, Noida",Sector 7,,,,Bakery,,,No,No,,,,0,,Not rated
Hurry Curry,,Noida,"B-71, Sector 67, Near, Sector 71, Noida",Sector 71,,,,"North Indian, Chinese",,,No,No,,,,3.1,,Average
Thaaliwaalaa.com,,Noida,"WP-04, C Block, Sector 71, Noida",Sector 71,,,,North Indian,,,No,No,,,,2.9,,Average
 Let's Burrrp,,Noida,"Bs-10, Sector 70, Near Sector 70, Noida",Sector 71,,,,"Chinese, North Indian",,,No,No,,,,0,,Not rated
Annapurna Caterings,,Noida,"BH 46, Block B, Sector 70, Near Sector 71, Noida",Sector 71,,,,North Indian,,,No,No,,,,0,,Not rated
Beyond Food,,Noida,"Sector 71, Noida",Sector 71,,,,North Indian,,,No,No,,,,0,,Not rated
Brown Town,,Noida,"A-64, Opposite Sai Temple, Sector 71, Noida",Sector 71,,,,Bakery,,,No,No,,,,0,,Not rated
Royal Spice,,Noida,"Shop 4, Near Orange Pie Hotel, Main Road, Sector 66/67, Near Sector 71, Noida",Sector 71,,,,North Indian,,,No,No,,,,0,,Not rated
Bikaner's,,Noida,"Shop 3 & 4, Amrapali Princely Estate , Sector 76, Near Sector 72, Noida",Sector 72,,,,"Mithai, North Indian, Chinese",,,No,No,,,,2.9,,Average
Chilli Zone,,Noida,"Shop  29, Amrapali Princely Estate Market, Sector 76, Noida",Sector 72,,,,"North Indian, Chinese",,,No,No,,,,3.4,,Average
Cold Rock Cafe,,Noida,"Shop 28, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,,,,"Fast Food, Italian, Desserts, Beverages",,,No,No,,,,3.3,,Average
Cup and Cones,,Noida,"Shop 24, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,,,,Desserts,,,No,Yes,,,,3.1,,Average
Desi Spice,,Noida,"Shop 3, Sethi Arcade, Sector 76, Near Sector 72, Noida",Sector 72,,,,"North Indian, Chinese",,,No,Yes,,,,3,,Average
Food Destination,,Noida,"Shop 10, Skytech Matrott, Sector 76,  Near Sector 72, Noida",Sector 72,,,,North Indian,,,No,No,,,,3,,Average
Gangaur Sweets,,Noida,"20-23, A Square Buiding, Opposite Global Indian International School, Sector 73, Near Sector 72, Noida",Sector 72,,,,"North Indian, South Indian, Chinese, Mithai",,,No,Yes,,,,2.7,,Average
